city,category,Star_Rating,rank_ordered_business
North Las Vegas,Local Services,3.772108843537415,29773
Willoughby,Food,3.7714285714285714,29774
Chandler,Tires,3.7714285714285714,29775
Avondale,Beauty & Spas,3.7708333333333335,29776
Tempe,Seafood,3.7708333333333335,29777
Charlotte,Notaries,3.7708333333333335,29778
Henderson,Bakeries,3.7704918032786887,29779
Charlotte,Furniture Stores,3.77,29780
Henderson,Breakfast & Brunch,3.7697368421052633,29781
Tempe,Videos & Video Game Rental,3.769230769230769,29782
Henderson,Irrigation,3.769230769230769,29783
Vaughan,Health & Medical,3.769230769230769,29784
Glendale,Auto Parts & Supplies,3.769230769230769,29785
Montréal,African,3.769230769230769,29786
Gilbert,Building Supplies,3.769230769230769,29787
Cleveland Heights,Automotive,3.769230769230769,29788
Fountain Hills,Nail Salons,3.769230769230769,29789
Fountain Hills,Italian,3.769230769230769,29790
Chandler,Thrift Stores,3.769230769230769,29791
Mentor,Specialty Food,3.769230769230769,29792
Scottsdale,Art Supplies,3.769230769230769,29793
Charlotte,Mattresses,3.769230769230769,29794
Verdun,Shopping,3.769230769230769,29795
Las Vegas,Pet Adoption,3.769230769230769,29796
Toronto,Caribbean,3.7679738562091503,29797
Montréal,Public Services & Government,3.767857142857143,29798
Cleveland,Wine Bars,3.767857142857143,29799
Pittsburgh,Thai,3.767857142857143,29800
Toronto,Education,3.7670157068062826,29801
Sun Prairie,Hair Salons,3.7666666666666666,29802
Gilbert,Asian Fusion,3.7666666666666666,29803
Phoenix,Amateur Sports Teams,3.7666666666666666,29804
Lyndhurst,Food,3.7666666666666666,29805
Huntersville,Coffee & Tea,3.7666666666666666,29806
Edinburgh,Children's Clothing,3.7666666666666666,29807
Montréal,International,3.7666666666666666,29808
Waxhaw,Automotive,3.7666666666666666,29809
Las Vegas,Uniforms,3.7666666666666666,29810
Edinburgh,Bikes,3.7666666666666666,29811
Montréal,Pan Asian,3.7666666666666666,29812
Phoenix,Couriers & Delivery Services,3.765957446808511,29813
Cleveland,Hardware Stores,3.764705882352941,29814
Willoughby,Home Services,3.764705882352941,29815
Charlotte,Korean,3.764705882352941,29816
Chardon,Food,3.764705882352941,29817
Stuttgart,Fashion,3.764044943820225,29818
Chandler,Home & Garden,3.7639751552795033,29819
Champaign,Coffee & Tea,3.763888888888889,29820
Mesa,Auto Parts & Supplies,3.7636363636363637,29821
Henderson,Auto Parts & Supplies,3.763157894736842,29822
Gilbert,Printing Services,3.763157894736842,29823
Ludwigsburg,Italian,3.763157894736842,29824
Surprise,Waxing,3.763157894736842,29825
Charlotte,Antiques,3.761904761904762,29826
Las Vegas,Salvadoran,3.761904761904762,29827
Markham,Massage,3.761904761904762,29828
Gilbert,Optometrists,3.761904761904762,29829
Glendale,Japanese,3.761904761904762,29830
Tolleson,Beauty & Spas,3.761904761904762,29831
Cleveland,Trainers,3.761904761904762,29832
Pittsburgh,Women's Clothing,3.7616822429906542,29833
Montréal,Comfort Food,3.7613636363636362,29834
Gilbert,Salad,3.7613636363636362,29835
Surprise,Automotive,3.761111111111111,29836
Stuttgart,Vegetarian,3.760869565217391,29837
Tempe,Sports Wear,3.760869565217391,29838
Sun City,Home Services,3.760869565217391,29839
Tempe,Home & Garden,3.76056338028169,29840
Madison,Food,3.76039603960396,29841
Toronto,Party Supplies,3.76,29842
Las Vegas,Packing Supplies,3.759259259259259,29843
Charlotte,Greek,3.7589285714285716,29844
Matthews,Bars,3.7586206896551726,29845
Verdun,Food,3.7586206896551726,29846
Madison,Hair Stylists,3.7586206896551726,29847
Henderson,Juice Bars & Smoothies,3.7580645161290325,29848
Scottsdale,Dermatologists,3.757575757575758,29849
Phoenix,Toy Stores,3.757575757575758,29850
Sun City,Health & Medical,3.757142857142857,29851
Cleveland,Shopping,3.7566585956416465,29852
Las Vegas,Wine & Spirits,3.756521739130435,29853
Las Vegas,Beer,3.756521739130435,29854
Madison,Ice Cream & Frozen Yogurt,3.7560975609756095,29855
Tempe,Car Dealers,3.7555555555555555,29856
Las Vegas,Pool & Hot Tub Service,3.755434782608696,29857
Phoenix,Salad,3.755434782608696,29858
Las Vegas,Community Service/Non-Profit,3.755434782608696,29859
Las Vegas,Couriers & Delivery Services,3.754385964912281,29860
Chandler,Home Services,3.7543103448275863,29861
Tempe,Coffee & Tea,3.7542372881355934,29862
Las Vegas,Shopping,3.7540030708488703,29863
Montréal,Salad,3.753086419753086,29864
Toronto,Health Markets,3.7523809523809524,29865
Phoenix,Shopping,3.7518531591951993,29866
Whitby,Cinema,3.75,29867
Middleton,Beer Bar,3.75,29868
Brossard,Arts & Entertainment,3.75,29869
Surprise,Candy Stores,3.75,29870
McMurray,Florists,3.75,29871
Olmsted Falls,Nurseries & Gardening,3.75,29872
Henderson,Home Decor,3.75,29873
South Queensferry,Restaurants,3.75,29874
Savoy,Party & Event Planning,3.75,29875
Waxhaw,Beauty & Spas,3.75,29876
Las Vegas,Osteopathic Physicians,3.75,29877
Robinson,Beauty & Spas,3.75,29878
Stow,Gluten-Free,3.75,29879
Charlotte,Fondue,3.75,29880
Litchfield Park,Sushi Bars,3.75,29881
Belmont,Donuts,3.75,29882
Strongsville,Convenience Stores,3.75,29883
Surprise,Hotels,3.75,29884
Henderson,Wigs,3.75,29885
Mississauga,Private Tutors,3.75,29886
Stuttgart,Portuguese,3.75,29887
Dunfermline,Hotels,3.75,29888
Surprise,Notaries,3.75,29889
Saint-Laurent,Arcades,3.75,29890
Leinfelden-Echterdingen,Home Services,3.75,29891
Litchfield Park,Auto Repair,3.75,29892
Broadview Heights,Wine & Spirits,3.75,29893
Madison,Leather Goods,3.75,29894
Lake Wylie,Beer,3.75,29895
Montréal,Turkish,3.75,29896
Oakville,Bikes,3.75,29897
Eastlake,American (Traditional),3.75,29898
Edinburgh,Shipping Centers,3.75,29899
Mesa,Campgrounds,3.75,29900
Carefree,Coffee & Tea,3.75,29901
Belleville,Cafes,3.75,29902
Whitby,Gift Shops,3.75,29903
Ahwatukee,Sandwiches,3.75,29904
Homestead,Home Decor,3.75,29905
Stuttgart,Bikes,3.75,29906
Scottsdale,African,3.75,29907
Monona,American (New),3.75,29908
Mesa,Pet Cremation Services,3.75,29909
Verona,Lighting Fixtures & Equipment,3.75,29910
Beaconsfield,Fitness & Instruction,3.75,29911
Goodyear,Septic Services,3.75,29912
Woodmere,Grocery,3.75,29913
Fountain Hills,Movers,3.75,29914
Tolleson,Veterinarians,3.75,29915
Glendale,Bankruptcy Law,3.75,29916
Ajax,Wine & Spirits,3.75,29917
Toronto,Brasseries,3.75,29918
Oakmont,Door Sales/Installation,3.75,29919
Oakmont,Windows Installation,3.75,29920
Toronto,Tax Services,3.75,29921
Carnegie,American (Traditional),3.75,29922
Newmarket,Diners,3.75,29923
Urbana,Ice Cream & Frozen Yogurt,3.75,29924
Pineville,IT Services & Computer Repair,3.75,29925
Cleveland,Internal Medicine,3.75,29926
Monona,Arts & Crafts,3.75,29927
Parma,Auto Parts & Supplies,3.75,29928
Aurora,Sushi Bars,3.75,29929
Toronto,Mortgage Brokers,3.75,29930
Mesa,Ethnic Grocery,3.75,29931
Kannapolis,Seafood,3.75,29932
Mc Murray,Restaurants,3.75,29933
Avalon,Auto Repair,3.75,29934
las vegas,Food,3.75,29935
Thornhill,Caterers,3.75,29936
Chesterland,Golf,3.75,29937
Lake Wylie,Wine & Spirits,3.75,29938
Cleveland,Taiwanese,3.75,29939
Cave Creek,Hot Tub & Pool,3.75,29940
Tempe,Szechuan,3.75,29941
North Royalton,Wine & Spirits,3.75,29942
Waunakee,Grocery,3.75,29943
Mentor,Car Stereo Installation,3.75,29944
Gastonia,Vape Shops,3.75,29945
Charlotte,Air Duct Cleaning,3.75,29946
Edinburgh,Dermatologists,3.75,29947
Guadalupe,Home Services,3.75,29948
Hudson,Roofing,3.75,29949
Willoughby Hills,Pubs,3.75,29950
Fountain Hills,Accessories,3.75,29951
Berea,Lounges,3.75,29952
Harrisburg,Dry Cleaning & Laundry,3.75,29953
Mentor,Sushi Bars,3.75,29954
Fellbach,Beer,3.75,29955
Sun City,Mobile Phones,3.75,29956
Dollard-des-Ormeaux,Seafood,3.75,29957
Matthews,Photography Stores & Services,3.75,29958
Boulder City,Chicken Wings,3.75,29959
Berea,Mexican,3.75,29960
Bethel Park,Kitchen & Bath,3.75,29961
Peoria,Framing,3.75,29962
Solon,Professional Services,3.75,29963
Wilmerding,Nightlife,3.75,29964
Concord,Local Services,3.75,29965
Mentor,German,3.75,29966
Oakville,Pets,3.75,29967
East York,Coffee & Tea,3.75,29968
Peoria,Comfort Food,3.75,29969
Glendale,Personal Injury Law,3.75,29970
Fort Mill,Guns & Ammo,3.75,29971
Whitby,Southern,3.75,29972
Toronto,Piano Services,3.75,29973
Boulder City,Vintage & Consignment,3.75,29974
North Las Vegas,Cupcakes,3.75,29975
Leonberg,Pan Asian,3.75,29976
Garfield Heights,Local Services,3.75,29977
Leonberg,Venues & Event Spaces,3.75,29978
Streetsboro,Convenience Stores,3.75,29979
Berea,Festivals,3.75,29980
Mississauga,Commercial Real Estate,3.75,29981
Scottsdale,Christmas Trees,3.75,29982
Mesa,Pool Halls,3.75,29983
Mentor,Cheesesteaks,3.75,29984
North Las Vegas,Masonry/Concrete,3.75,29985
Blawnox,Restaurants,3.75,29986
Chesterland,Mexican,3.75,29987
Böblingen,Active Life,3.75,29988
McKees Rocks,American (Traditional),3.75,29989
Chandler,Home Inspectors,3.75,29990
Imperial,Diners,3.75,29991
Parma Heights,Dentists,3.75,29992
Oakville,Hot Tub & Pool,3.75,29993
Sun City West,Pet Stores,3.75,29994
Phoenix,Game Truck Rental,3.75,29995
Etobicoke,Tanning,3.75,29996
Phoenix,Grout Services,3.75,29997
Olmsted Falls,Landscaping,3.75,29998
Montreal,Pizza,3.75,29999
North Las Vegas,Real Estate Agents,3.75,30000
Shaker Heights,Wine & Spirits,3.75,30001
Kannapolis,Car Dealers,3.75,30002
Henderson,Cheesesteaks,3.75,30003
Edinburgh,Nurseries & Gardening,3.75,30004
East York,Pet Services,3.75,30005
Brook Park,Oil Change Stations,3.75,30006
Chagrin Falls,Chinese,3.75,30007
Chardon,Florists,3.75,30008
Broadview Heights,Day Spas,3.75,30009
Laval,Pet Stores,3.75,30010
Edinburgh,Laundry Services,3.75,30011
Glenshaw,Tires,3.75,30012
Gibsonia,Tree Services,3.75,30013
Middleton,Music & Video,3.75,30014
Brampton,Gluten-Free,3.75,30015
Mentor,Pet Sitting,3.75,30016
Brooklyn,Wine & Spirits,3.75,30017
Toronto,Bus Tours,3.75,30018
Fairlawn,Pilates,3.75,30019
Saint-Hubert,Breakfast & Brunch,3.75,30020
Leinfelden-Echterdingen,Serbo Croatian,3.75,30021
Glendale,Hot Dogs,3.75,30022
Las Vegas,Fire Departments,3.75,30023
Montréal,Flooring,3.75,30024
Champaign,Spray Tanning,3.75,30025
Monona,Wedding Planning,3.75,30026
Goodyear,Mediterranean,3.75,30027
Peoria,New Mexican Cuisine,3.75,30028
Mentor,Gas Stations,3.75,30029
Tempe,Tapas/Small Plates,3.75,30030
Baldwin,Sandwiches,3.75,30031
Middleton,Mediterranean,3.75,30032
Tempe,Piano Bars,3.75,30033
Napierville,Restaurants,3.75,30034
Avon,Health & Medical,3.75,30035
Beachwood,Venues & Event Spaces,3.75,30036
Amherst,Coffee & Tea,3.75,30037
Tempe,Dry Cleaning,3.75,30038
Strongsville,Watches,3.75,30039
Cleveland,Spanish,3.75,30040
Surprise,Jewelry,3.75,30041
Scottsdale,Plus Size Fashion,3.75,30042
Sun Prairie,Farmers Market,3.75,30043
Las Vegas,Cabaret,3.75,30044
Sewickley,Cosmetics & Beauty Supply,3.75,30045
McFarland,Sports Bars,3.75,30046
Rocky River,Florists,3.75,30047
Moss,Chinese,3.75,30048
Peoria,Golf Equipment Shops,3.75,30049
Châteauguay,Restaurants,3.75,30050
Irwin,Arts & Entertainment,3.75,30051
Mc Kees Rocks,Piercing,3.75,30052
Coraopolis,Nurseries & Gardening,3.75,30053
Las Vegas,Honduran,3.75,30054
North Olmsted,Party Supplies,3.75,30055
Etobicoke,Seafood Markets,3.75,30056
Madison,Tabletop Games,3.75,30057
Richmond Hill,Tobacco Shops,3.75,30058
Berea,Wine & Spirits,3.75,30059
Laveen,Local Services,3.75,30060
Fountain Hills,Department Stores,3.75,30061
Madison,Tiling,3.75,30062
Phoenix,Lawn Services,3.75,30063
Solon,Eyelash Service,3.75,30064
Mayfield Heights,Hair Removal,3.75,30065
Aurora,Laundry Services,3.75,30066
Cleveland,Dive Bars,3.75,30067
North York,Seafood,3.75,30068
Strongsville,Makeup Artists,3.75,30069
Stuttgart,Pool Halls,3.75,30070
Leinfelden-Echterdingen,Fast Food,3.75,30071
Pierrefonds,Lebanese,3.75,30072
Surprise,French,3.75,30073
Goodyear,Hot Dogs,3.75,30074
Sun Prairie,Caterers,3.75,30075
Monona,Beer,3.75,30076
Harrisburg,Grocery,3.75,30077
Sun City West,Hair Removal,3.75,30078
Urbana,Food Stands,3.75,30079
Vaughan,Medical Spas,3.75,30080
Tolleson,Tattoo,3.75,30081
Saint-Hubert,Buffets,3.75,30082
North Las Vegas,Windshield Installation & Repair,3.75,30083
Scarborough,Barbers,3.75,30084
Cleveland Heights,Bikes,3.75,30085
Freyburg,Restaurants,3.75,30086
Unionville,Hair Removal,3.75,30087
North Versailles,Nail Salons,3.75,30088
Coraopolis,Delis,3.75,30089
Berea,Body Shops,3.75,30090
Urbana,Empanadas,3.75,30091
Savoy,Wedding Planning,3.75,30092
Carnegie,Breakfast & Brunch,3.75,30093
Dunfermline,Food Delivery Services,3.75,30094
Mc Farland,Nightlife,3.75,30095
Georgetown,Sandwiches,3.75,30096
San Tan Valley,Pets,3.75,30097
Loanhead,Pet Stores,3.75,30098
Gastonia,Lawyers,3.75,30099
Willoughby,Dive Bars,3.75,30100
Chandler,Chicken Shop,3.75,30101
Charlotte,Videos & Video Game Rental,3.75,30102
Pineville,Sandwiches,3.75,30103
McCandless Township,Active Life,3.75,30104
McMurray,Health & Medical,3.75,30105
North Olmsted,Gastropubs,3.75,30106
Vaughan,Pilates,3.75,30107
Matthews,Medical Centers,3.75,30108
Phoenix,Trailer Dealers,3.75,30109
Chagrin Falls,Hardware Stores,3.75,30110
Moon Township,Discount Store,3.75,30111
Scarborough,Casinos,3.75,30112
Fitchburg,Gift Shops,3.75,30113
North York,Falafel,3.75,30114
Charlotte,Door Sales/Installation,3.75,30115
Pittsburgh,Arcades,3.75,30116
Willoughby,Sushi Bars,3.75,30117
Tempe,Custom Cakes,3.75,30118
Saint-Laurent,Burgers,3.75,30119
Fellbach,Pubs,3.75,30120
Edinburgh,Soul Food,3.75,30121
Neuhausen,Restaurants,3.75,30122
Chandler,Insulation Installation,3.75,30123
Wesley Chapel,Flowers & Gifts,3.75,30124
Edinburgh,General Dentistry,3.75,30125
Avondale,Home Cleaning,3.75,30126
Saint Joseph,Pet Groomers,3.75,30127
Elyria,Ice Cream & Frozen Yogurt,3.75,30128
Montreal,Shopping Centers,3.75,30129
Stuttgart,Pensions,3.75,30130
Gilbert,Commercial Real Estate,3.75,30131
Gilbert,Internet Cafes,3.75,30132
Indian Trail,Convenience Stores,3.75,30133
Woodbridge,Arts & Entertainment,3.75,30134
Verdun,Persian/Iranian,3.75,30135
Matthews,Farmers Market,3.75,30136
Main Street,Irish,3.75,30137
Tempe,Bus Tours,3.75,30138
Stoughton,Health & Medical,3.75,30139
Gerlingen,Grocery,3.75,30140
Nobleton,Canadian (New),3.75,30141
Cleveland,Waffles,3.75,30142
Sindelfingen,Bavarian,3.75,30143
Cheswick,American (Traditional),3.75,30144
Oakdale,Pubs,3.75,30145
Richmond Hill,Nail Technicians,3.75,30146
Cornelius,Pet Groomers,3.75,30147
Oakville,Pool Halls,3.75,30148
Wexford,Food,3.75,30149
Cleveland,Shoe Repair,3.75,30150
Glendale,Caribbean,3.75,30151
Scottsdale,Peruvian,3.75,30152
Avon,Outdoor Furniture Stores,3.75,30153
De Forest,American (Traditional),3.75,30154
Gastonia,Hardware Stores,3.75,30155
Urbana,Flowers & Gifts,3.75,30156
Saint Joseph,Pets,3.75,30157
North Olmsted,Body Shops,3.75,30158
Ahwatukee,Italian,3.75,30159
El Mirage,Body Shops,3.75,30160
White Oak,Chinese,3.75,30161
Fitchburg,Cosmetics & Beauty Supply,3.75,30162
North York,Medical Spas,3.75,30163
Streetsboro,Automotive,3.75,30164
Fitchburg,Pet Stores,3.75,30165
Mayfield Heights,Photographers,3.75,30166
Montréal,Beaches,3.75,30167
Concord,Car Stereo Installation,3.75,30168
Kannapolis,Oil Change Stations,3.75,30169
Scottsdale,Departments of Motor Vehicles,3.75,30170
Aurora,Men's Clothing,3.75,30171
McMurray,Books,3.75,30172
Beachwood,Wine & Spirits,3.75,30173
Thornhill,Custom Cakes,3.75,30174
Sun City,Cannabis Dispensaries,3.75,30175
Cornelius,Sports Wear,3.75,30176
Medina,Outdoor Gear,3.75,30177
Leinfelden-Echterdingen,Restaurants,3.75,30178
Madison,Talent Agencies,3.75,30179
Independence,Pizza,3.75,30180
Madison,Motorcycle Gear,3.75,30181
Middleburg Heights,Pizza,3.75,30182
Pittsburgh,Floral Designers,3.75,30183
Champaign,Children's Clothing,3.75,30184
Anjou,Shopping,3.75,30185
Stow,Watches,3.75,30186
Mississauga,Butcher,3.75,30187
Peninsula,Bars,3.75,30188
Goodyear,Greek,3.75,30189
Charlotte,Driving Schools,3.75,30190
Matthews,Flooring,3.75,30191
North Olmsted,Computers,3.75,30192
Thornhill,Hobby Shops,3.75,30193
Homestead,Automotive,3.75,30194
City of Edinburgh,Restaurants,3.75,30195
Matthews,Fitness & Instruction,3.75,30196
Highland Heights,Shopping,3.75,30197
Matthews,Insurance,3.75,30198
Mc Kees Rocks,Meat Shops,3.75,30199
Mc Kees Rocks,Tattoo,3.75,30200
Tempe,Irrigation,3.75,30201
Elyria,Pubs,3.75,30202
Scarborough,Gas Stations,3.75,30203
Verdun,Fitness & Instruction,3.75,30204
Kleinburg,Italian,3.75,30205
Kleinburg,Mediterranean,3.75,30206
Middlefield,Automotive,3.75,30207
Fairlawn,Hair Stylists,3.75,30208
North Olmsted,Bakeries,3.75,30209
Boulder City,Trainers,3.75,30210
Mesa,Do-It-Yourself Food,3.75,30211
Sindelfingen,Sushi Bars,3.75,30212
Henderson,Pasta Shops,3.75,30213
Rocky River,Nightlife,3.75,30214
Davidson,Accessories,3.75,30215
Charlotte,Irish,3.75,30216
Musselburgh,Pubs,3.75,30217
Goodyear,Shoe Stores,3.75,30218
Whitby,Local Flavor,3.75,30219
Westlake,Hungarian,3.75,30220
Olmsted Falls,Bars,3.75,30221
Pittsburgh,Szechuan,3.75,30222
El Mirage,Real Estate,3.75,30223
Etobicoke,Printing Services,3.75,30224
Middleton,Tires,3.75,30225
Eastlake,Ice Cream & Frozen Yogurt,3.75,30226
Pittsburgh,Piano Services,3.75,30227
Tolleson,Breakfast & Brunch,3.75,30228
Litchfield Park,Professional Services,3.75,30229
Stuttgart,Leather Goods,3.75,30230
Middleton,Books,3.75,30231
Sewickley,Burgers,3.75,30232
Chandler,Comic Books,3.75,30233
North Royalton,Building Supplies,3.75,30234
Gastonia,Party & Event Planning,3.75,30235
Newmarket,Japanese,3.75,30236
Gerlingen,Greek,3.75,30237
Bethel Park,Photography Stores & Services,3.75,30238
Las Vegas,Brazilian,3.75,30239
Lakewood,Thrift Stores,3.75,30240
Peoria,Outlet Stores,3.75,30241
Thornhill,Farmers Market,3.75,30242
Blue Diamond,Arts & Entertainment,3.75,30243
Georgetown,Fast Food,3.75,30244
Laval,Dance Clubs,3.75,30245
Surprise,Obstetricians & Gynecologists,3.75,30246
Stow,Jewelry,3.75,30247
Urbana,Roofing,3.75,30248
Mayfield Heights,Men's Clothing,3.75,30249
Saint-Sauveur,Education,3.75,30250
Mississauga,Currency Exchange,3.75,30251
North Las Vegas,Bowling,3.75,30252
Middleton,Salad,3.75,30253
Middleton,Tours,3.75,30254
Fitchburg,Arts & Crafts,3.75,30255
Oakdale,Sporting Goods,3.75,30256
Beachwood,Indian,3.75,30257
Ludwigsburg,Electronics,3.75,30258
Savoy,Pet Training,3.75,30259
Leonberg,Greek,3.75,30260
Etobicoke,Seafood,3.75,30261
Mesa,Pet Boarding,3.75,30262
Markham,Swimming Pools,3.75,30263
Hampton Township,Pizza,3.75,30264
Beachwood,Banks & Credit Unions,3.75,30265
Stuttgart,Ophthalmologists,3.75,30266
Mississauga,Garage Door Services,3.75,30267
Sun Lakes,American (Traditional),3.75,30268
Savoy,Bridal,3.75,30269
Pierrefonds,Food,3.75,30270
Matthews,Korean,3.75,30271
Mesa,Swimwear,3.75,30272
Unionville,Seafood,3.75,30273
Pointe-Claire,Health & Medical,3.75,30274
Richmond Hill,Social Clubs,3.75,30275
Montreal,Local Flavor,3.75,30276
Paradise Valley,Salad,3.75,30277
Brooklyn,Beer,3.75,30278
Etobicoke,Performing Arts,3.75,30279
Filderstadt,Beer Garden,3.75,30280
South Euclid,Pizza,3.75,30281
Paradise,Fashion,3.75,30282
Scottsdale,Senior Centers,3.75,30283
Pineville,Diners,3.75,30284
Parma,Hair Stylists,3.75,30285
Pittsburgh,Emergency Pet Hospital,3.75,30286
Las Vegas,Retirement Homes,3.75,30287
Avon,Breweries,3.75,30288
Matthews,Gluten-Free,3.75,30289
Laveen,Hardware Stores,3.75,30290
Medina,Beer,3.75,30291
Pittsburgh,Plastic Surgeons,3.75,30292
Glendale,Meat Shops,3.75,30293
North Versailles,Beauty & Spas,3.75,30294
Presto,Event Planning & Services,3.75,30295
Unionville,Bakeries,3.75,30296
Elyria,Appliances,3.75,30297
Strongsville,Hair Extensions,3.75,30298
Beachwood,Car Wash,3.75,30299
Mesa,Museums,3.75,30300
Vaudreuil-Dorion,Beauty & Spas,3.75,30301
Gibsonia,Landscaping,3.75,30302
Sun Prairie,Trainers,3.75,30303
Middleton,Caterers,3.75,30304
Oakville,Gift Shops,3.75,30305
Fairlawn,Sewing & Alterations,3.75,30306
McKeesport,Home Services,3.75,30307
Markham,Pet Training,3.75,30308
Avondale,Hotels,3.75,30309
Peoria,Gymnastics,3.75,30310
Matthews,Financial Advising,3.75,30311
Concord,Golf,3.75,30312
Oakville,Mini Golf,3.75,30313
Las Vegas,Pumpkin Patches,3.75,30314
Fairlawn,Building Supplies,3.75,30315
Cleveland,Mass Media,3.75,30316
Blue Diamond,Public Services & Government,3.75,30317
North Ridgeville,Mexican,3.75,30318
Newmarket,Lebanese,3.75,30319
Aurora,Sporting Goods,3.75,30320
Laveen,Party & Event Planning,3.75,30321
Dallas,Southern,3.75,30322
Westlake,Public Services & Government,3.75,30323
Homestead,Mattresses,3.75,30324
Avon,Beer Bar,3.75,30325
Goodyear,Interior Design,3.75,30326
Monoroeville,Car Dealers,3.75,30327
Mc Kees Rocks,Shopping,3.75,30328
Parma Heights,Eyelash Service,3.75,30329
Bethel Park,Mexican,3.75,30330
Litchfield Park,Tires,3.75,30331
Chandler,Mountain Biking,3.75,30332
Dudley,Nightlife,3.75,30333
Oakville,Barbeque,3.75,30334
Pointe-Aux-Trembles,Italian,3.75,30335
Schönaich,Hotels,3.75,30336
WICKLIFFE,American (Traditional),3.75,30337
Matthews,Diners,3.75,30338
Montreal,Breakfast & Brunch,3.75,30339
Tempe,Cupcakes,3.75,30340
Homestead,Shopping Centers,3.75,30341
Bethel Park,Jewelry,3.75,30342
MESA,Vietnamese,3.75,30343
Westmount,Seafood,3.75,30344
Dunfermline,Hotels & Travel,3.75,30345
Scottsdale,Mailbox Centers,3.75,30346
Lasswade,Restaurants,3.75,30347
Westlake,Mattresses,3.75,30348
Brookpark,Nightlife,3.75,30349
Avondale,Race Tracks,3.75,30350
Surprise,Optometrists,3.75,30351
Leetsdale,Movers,3.75,30352
Savoy,Wine & Spirits,3.75,30353
Ahwatukee,Pizza,3.75,30354
Cleveland,Flooring,3.75,30355
Huntersville,Landscaping,3.75,30356
Cornelius,Mexican,3.75,30357
Sun City West,Laser Hair Removal,3.75,30358
Painesville,Fashion,3.75,30359
Berea,Chinese,3.75,30360
York,Greek,3.75,30361
Lorain,Pizza,3.75,30362
Penn Hills,Auto Repair,3.75,30363
Saint-Jean-sur-Richelieu,Shopping,3.75,30364
New Town,Restaurants,3.75,30365
Medina,Desserts,3.75,30366
Olivos,Pizza,3.75,30367
Stow,Watch Repair,3.75,30368
Madison,Cardiologists,3.75,30369
Monona,Wine & Spirits,3.75,30370
York,Middle Eastern,3.75,30371
Cornelius,Cocktail Bars,3.75,30372
Phoenix,Carpet Dyeing,3.75,30373
Gilbert,Local Flavor,3.75,30374
Saint-Hubert,Japanese,3.75,30375
Madison,Pool Halls,3.75,30376
Canonsburg,Pet Groomers,3.75,30377
Saint-Hubert,Bars,3.75,30378
Parma,Car Wash,3.75,30379
Filderstadt,Food Delivery Services,3.75,30380
Stuttgart,Video Game Stores,3.75,30381
Cave Creek,Sports Bars,3.75,30382
Homestead,Professional Services,3.75,30383
Chester,Stadiums & Arenas,3.75,30384
Phoenix,Passport & Visa Services,3.75,30385
Main Street,Restaurants,3.75,30386
Peoria,Nurseries & Gardening,3.75,30387
Stuttgart,Spanish,3.75,30388
Mississauga,Nurseries & Gardening,3.75,30389
Pittsburgh,Masonry/Concrete,3.75,30390
Concord,Criminal Defense Law,3.75,30391
Medina,Towing,3.75,30392
Middleton,Outdoor Gear,3.75,30393
Lorain,Nightlife,3.75,30394
Cleveland,Ethnic Grocery,3.75,30395
Westmount,Greek,3.75,30396
Turtle Creek,Nightlife,3.75,30397
North Versailles,Home Services,3.75,30398
Buena Vista,Restaurants,3.75,30399
Surprise,Furniture Stores,3.75,30400
Aspinwall,Sporting Goods,3.75,30401
Cleveland Heights,Sushi Bars,3.75,30402
Champaign,Pet Boarding,3.75,30403
Champaign,Arcades,3.75,30404
Phoenix,Russian,3.75,30405
Stoughton,American (New),3.75,30406
North York,Wine Bars,3.75,30407
Mc Farland,Bars,3.75,30408
Bedford,Body Shops,3.75,30409
Unionville,Skin Care,3.75,30410
Markham,Latin American,3.75,30411
Berea,Gastropubs,3.75,30412
Richmond Hill,Bridal,3.75,30413
Canonsburg,Dentists,3.75,30414
Brooklyn,Steakhouses,3.75,30415
Brecksville,Bars,3.75,30416
Verdun,Optometrists,3.75,30417
Beachwood,Beer,3.75,30418
Cave Creek,Salad,3.75,30419
Twinsburg,Pest Control,3.75,30420
Montreal,Wine & Spirits,3.75,30421
Edinburgh,Irish,3.75,30422
Fairlawn,Men's Hair Salons,3.75,30423
Scarborough,Dry Cleaning & Laundry,3.75,30424
Madison,Car Stereo Installation,3.75,30425
Pleasant Hills,Home Services,3.75,30426
Indian Trail,Movers,3.75,30427
Las Vegas,Surfing,3.75,30428
Charlotte,Social Clubs,3.75,30429
Concord,Computers,3.75,30430
Woodbridge,Drugstores,3.75,30431
Twinsburg,Pet Sitting,3.75,30432
North Las Vegas,Waffles,3.75,30433
Maple,Active Life,3.75,30434
Remseck,Italian,3.75,30435
Sewickley,Juice Bars & Smoothies,3.75,30436
Hampton Township,Sandwiches,3.75,30437
Charlotte,Landscaping,3.75,30438
Canonsburg,Barbeque,3.75,30439
Oakmont,Seafood,3.75,30440
Lyndhurst,Fitness & Instruction,3.75,30441
Henderson,Departments of Motor Vehicles,3.75,30442
Bay Village,Beaches,3.75,30443
Allison Park,Heating & Air Conditioning/HVAC,3.75,30444
Chesterland,Thai,3.75,30445
Dallas,Health & Medical,3.75,30446
Madison,Mobile Phone Repair,3.75,30447
Vaudreuil-Dorion,Greek,3.75,30448
Richmond Hill,Mobile Phones,3.75,30449
Toronto,Legal Services,3.75,30450
Ajax,Food Delivery Services,3.75,30451
